card,color,cost,creature,scryfall,mtgo,back
Olivia Voldaren,BR,{2}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/d/ed750692-ba6a-4a89-ad6d-92fda7edc2cb.jpg?1562839304,42764,
Monstrous Carabid,BR,{3}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/0/b09e668d-02ca-4164-88ee-c7ea6c665975.jpg?1562643647,32428,
The Scorpion God,BR,{3}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/e/def0d0ac-6422-486e-b42b-e1813dd0a23e.jpg?1562817532,64776,
"Zagras, Thief of Heartbeats",BR,{4}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/c/ac81448c-f87b-4ca1-b951-b359216ab1d0.jpg?1604200613,83477,
Cut // Ribbons,BR,{1}{R} // {X}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/6/c6f61e2b-e93b-4dda-95cf-9d0ff198c0a6.jpg?1549941949,64104,
Dreadbore,BR,{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a83945c6-4dc6-4d9a-9bc2-2d4a264e5422.jpg?1562791208,46443,
Rakdos's Return,BR,{X}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/7/d72981c0-1632-4d64-9341-2a76047d9b36.jpg?1562793869,46565,
Terminate,BR,{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/c/dc8acab8-4469-4baa-af2f-a3f49b841a55.jpg?1562644597,32234,
Bedevil,BR,{B}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/1/81e2b96b-ecf2-4dd9-bc9d-3c46ee8c59e6.jpg?1584831400,71314,
"Daretti, Ingenious Iconoclast",BR,{1}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/6/260ecd56-a86f-49e7-81e0-919231aa9945.jpg?1572373344,69969,
Fire Covenant,BR,{1}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/5/f5ac3712-6bcd-4d93-a944-520a2092bee4.jpg?1559592388,28029,
Kolaghan's Command,BR,{1}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/c/7c884e1e-fecb-4330-b3de-5fc2a60f7173.jpg?1562788780,56082,
Bituminous Blast,BR,{3}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/d/fd6a3c48-b01e-4462-a4a1-8d5009a6a844.jpg?1562645297,32436,
Void,BR,{3}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/5/35be3cbb-88e8-4f4d-90bb-3ee302f3b12e.jpg?1562774481,26147,
Grave Upheaval,BR,{4}{B}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/1/812c4b37-ec81-4ab6-b2f1-baca68116b1e.jpg?1562254395,62351,
Burning-Tree Emissary,RG,{R/G}{R/G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/9/899d5f35-3613-4c69-9176-13baf442fb50.jpg?1594656866,47527,
Apocalypse Hydra,RG,{X}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/f/4fc4bf11-dece-4cb7-bef1-69391488f987.jpg?1562800960,31847,
Boartusk Liege,RG,{1}{R/G}{R/G}{R/G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/1/318338f8-f52b-4b9a-8d38-08291bcc2e98.jpg?1562828488,29565,
Brushfire Elemental,RG,{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/f/8fc448f6-a7fe-47c4-ac7c-385a77326469.jpg?1604199996,83437,
Zhur-Taa Goblin,RG,{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/3/13070db2-cf89-4552-8b6c-76426274321a.jpg?1584831944,71430,
Draconic Disciple,RG,{1}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a353510a-30de-4891-97b9-d7d556531c41.jpg?1562303439,68591,
"Grumgully, the Generous",RG,{1}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/9/b9d50d26-3c44-4c8f-81bb-9093dacfb804.jpg?1572490764,78528,
Gruul Spellbreaker,RG,{1}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/2/326679a2-782d-45a0-9a06-b147ceff3979.jpg?1584831563,71358,
"Klothys, God of Destiny",RG,{1}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/b/5b3c393c-3596-4bd9-a553-e0b03c2eb950.jpg?1581481087,79564,
"Radha, Heart of Keld",RG,{1}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2bbd37b1-49cb-4295-9a1f-fb85368a8f12.jpg?1594737431,81675,
Bloodbraid Elf,RG,{2}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/e/7ef67487-c8e5-49bb-b0f7-e073ff2e31f1.jpg?1562642427,32430,
Huntmaster of the Fells // Ravager of the Fells,RG,{2}{R}{G} // ,1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/a/aae6fb12-b252-453b-bca7-1ea2a0d6c8dc.jpg?1581395173,43463,https://c1.scryfall.com/file/scryfall-cards/normal/back/a/a/aae6fb12-b252-453b-bca7-1ea2a0d6c8dc.jpg?1581395173
Deadshot Minotaur,RG,{3}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/a/aacb131b-74c9-4e6c-9466-27710bc9441f.jpg?1562643506,32270,
"Jegantha, the Wellspring",RG,{4}{R/G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/d/1d52e527-3835-4350-8c01-0f2d5d623b9c.jpg?1600967546,80453,
Quartzwood Crasher,RG,{2}{R}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/8/c8e4c609-19c9-433b-a852-7999e375ee4f.jpg?1591605359,80411,
Regisaur Alpha,RG,{3}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/6/d6a322c5-aa4c-4a99-a3ca-48c1353104f0.jpg?1562564727,65474,
"Phylath, World Sculptor",RG,{4}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/7/e7af88c9-70ca-484c-bddf-b705e0ea7bc7.jpg?1604200396,83463,
Ravager Wurm,RG,{3}{R}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/d/6d5a6085-bb5d-412e-8831-757996bbc8fb.jpg?1584831762,71400,
Dragonlord Atarka,RG,{5}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/e/ce0c3b45-cf1d-4d85-9fe3-fb26b4b15dfd.jpg?1562793278,55976,
Thrash // Threat,RG,{R/G}{R/G} // {2}{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2eefd8c1-96ce-4d7a-8aaf-29c35d634dda.jpg?1600989482,71494,
Clan Defiance,RG,{X}{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/f/efa05298-9c94-4179-b75a-49ee2ca92920.jpg?1561851654,47789,
Domri's Ambush,RG,{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/0/b0dcae59-e9be-45a8-8ed8-5b47309bb716.jpg?1557577110,71990,
Manamorphose,RG,{1}{R/G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/0/50283122-b8c4-4fb3-8eba-6252b72222f4.jpg?1562830064,29653,
"Domri, Anarch of Bolas",RG,{1}{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/1/c1af9881-e35b-4be2-8716-ea7c6664e22c.jpg?1557577104,71988,
Rhythm of the Wild,RG,{1}{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/4/84062ce2-fea2-4e06-b83b-7cc597fb2a1b.jpg?1584831773,71402,
"Arlinn Kord // Arlinn, Embraced by the Moon",RG,{2}{R}{G} // ,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/3/b37aa12c-a6b3-4cf8-b5a4-0a999ff12d02.jpg?1576385339,59762,https://c1.scryfall.com/file/scryfall-cards/normal/back/b/3/b37aa12c-a6b3-4cf8-b5a4-0a999ff12d02.jpg?1576385339
Escape to the Wilds,RG,{3}{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/e/3e26c10b-179f-4a6e-bc8d-3ec1d6783fb9.jpg?1602499769,78522,
Vengeful Rebirth,RG,{4}{R}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/0/80a504fb-b3ce-40f9-8fcb-86d5ad038e5d.jpg?1562642450,32228,
Selesnya Guildmage,WG,{G/W}{G/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/1/21061ce3-d098-4057-b341-c5db6ee1b6d4.jpg?1598917843,23288,
Bronzehide Lion,WG,{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/f/8fdafadb-fa04-4282-b576-b85e79c242c9.jpg?1581480993,79544,
Conclave Mentor,WG,{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a328a93a-e720-46d5-a190-cc65d1c90cea.jpg?1594737354,81659,
Fleecemane Lion,WG,{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/2/622d6c46-82bb-4a97-abe6-b388def44bda.jpg?1562818971,50262,
Huatli's Raptor,WG,{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/a/ba680ad0-6134-46e0-8fcb-532b2052eca7.jpg?1557577162,72006,
"Kaheera, the Orphanguard",WG,{1}{G/W}{G/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/4/d4ebed0b-8060-4a7b-a060-5cfcd2172b16.jpg?1591228410,80457,
Kitchen Finks,WG,{1}{G/W}{G/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/d/7d203208-8a21-4c68-afa2-4efd8726f026.jpg?1562832128,29329,
Qasali Pridemage,WG,{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/5/75256550-bbe0-499d-909e-af10691749c2.jpg?1562642150,32284,
Saffi Eriksdotter,WG,{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/3/c34bb91e-138b-4491-bb2d-5df2cd272bf0.jpg?1562936274,25653,
Voice of Resurgence,WG,{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/07246783-d475-4f61-99ac-e2b574072349.jpg?1562896389,48302,
Wilt-Leaf Liege,WG,{1}{G/W}{G/W}{G/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/6/e6a2881f-e771-47d7-a39e-692054ee727f.jpg?1562837507,29575,
Faeburrow Elder,WG,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/c/1ca29912-88b1-413f-ad9d-63d7d1b1ca16.jpg?1572490752,78524,
Good-Fortune Unicorn,WG,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/9/49d68905-e13e-4751-b028-90c795c11cd5.jpg?1562202327,72774,
Knight of Autumn,WG,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/0/3028075c-5fc5-4942-a984-1ffcf7a8933d.jpg?1572893707,69739,
Knight of the Reliquary,WG,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/d/ad8b8518-c09e-4cb7-95b2-08e4e370d89c.jpg?1562803091,31925,
"Mirri, Weatherlight Duelist",WG,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/8/e856be87-6f2b-4846-87f1-53e2c1c71a16.jpg?1575842788,79096,
Renegade Rallier,WG,{1}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/90bad312-80e3-45b0-9556-60ce06808a47.jpg?1576382138,62817,
Captain Sisay,WG,{2}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/9/59e31568-e630-45c1-8c65-f757acd307e2.jpg?1569206412,42237,
Knight of New Alara,WG,{2}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d3fc235-d0d7-41f8-b35a-6e08761f7fa4.jpg?1562639637,32476,
Juniper Order Ranger,WG,{3}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/e/ce582ff6-6a21-418d-b72c-4402a43be7dc.jpg?1593275537,24607,
"Sigarda, Heron's Grace",WG,{3}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/b/db953cb9-52b4-4bf0-86ab-2c3af2faeccf.jpg?1576385382,59980,
"Tolsimir, Friend to Wolves",WG,{2}{G}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/7/f7fce047-49f1-40ae-8410-6501cb0f8201.jpg?1559959459,72054,
Trostani Discordant,WG,{3}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/a/fa1190a4-3d7e-4500-991f-e36ec3d1d9dc.jpg?1572893872,69789,
"Hamza, Guardian of Arashin",WG,{4}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/7/c793d594-c319-4e97-8620-de8eddaf247d.jpg?1604630599,85338,
Dromoka's Command,WG,{G}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/f/df1e43a8-0adc-4e26-bc56-6b914bd35838.jpg?1562794262,56182,
Sigil of the Nayan Gods,WG,{1}{G}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a856dec4-fe4f-477c-9300-e9de86d3cc95.jpg?1562643439,32350,
Mirari's Wake,WG,{3}{G}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/4/e44e1b99-bb48-494b-a820-dd359edb00d4.jpg?1562940812,58959,
Sylvan Reclamation,WG,{3}{G}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/b/db5f62fc-9106-435d-a076-61d59d44ade2.jpg?1562255343,62359,
Boros Reckoner,WR,{R/W}{R/W}{R/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/2/82a18b07-38b8-4854-9735-3cfe83b11bf1.jpg?1561833775,47921,
Figure of Destiny,WR,{R/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0da69523-cece-425a-b08a-fb27fac29374.jpg?1562897777,30238,
Alpine Houndmaster,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/3/43224e74-2c51-40bd-bc34-f66e990a3e33.jpg?1594737342,81657,
Boros Challenger,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/4/545f3a30-7984-4046-8a14-51bc9cbc3fe0.jpg?1572893525,69685,
Honored Crop-Captain,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/1/b1b44194-fed5-491c-a791-80b986dd66d6.jpg?1543676063,64002,
Regal Leosaur,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/6/b6fdf313-740b-4976-911f-9fb5eb54afce.jpg?1591228189,80413,
Relentless Raptor,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/d/2d0727ba-4180-4908-93be-a8abf29a8958.jpg?1555040936,66799,
Savai Thundermane,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/3/73d3925c-cf7d-4546-bc70-33f04d4b7566.jpg?1591228216,80419,
Sky Terror,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/167ed739-2953-47af-841f-bc1a092b3aa6.jpg?1562551197,65478,
Skyknight Vanguard,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/4/549634d8-1c33-401b-841d-a79ef4374dd1.jpg?1592517575,73335,
Sunhome Guildmage,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/2/42d1122a-099b-49bf-9b53-52429658816a.jpg?1561824543,47459,
Swiftblade Vindicator,WR,{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/8/285c4d9e-0f22-49a8-b68c-150fd0d4b617.jpg?1572893839,69779,
"Zirda, the Dawnwaker",WR,{1}{R/W}{R/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1bd8e61c-2ee8-4243-a848-7008810db8a0.jpg?1591789867,80475,
Balefire Liege,WR,{2}{R/W}{R/W}{R/W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d302fbd-d43c-47ff-920d-559c5a9028ee.jpg?1562897694,30040,
Kargan Warleader,WR,{1}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/f/6f921dca-ce93-42d1-87b1-149973558467.jpg?1604200083,83443,
Renegade Wheelsmith,WR,{1}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/9/6956a341-10fd-48af-b382-88c2b2934a3e.jpg?1576382144,62825,
"Tajic, Legion's Edge",WR,{1}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/e/5e669a01-84d3-4fcc-8396-9e987bd89b4f.jpg?1572893845,69781,
"Aurelia, Exemplar of Justice",WR,{2}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a8e9f4d2-bba5-4061-8ae7-a68b912f2c11.jpg?1572893504,69679,
"Bruse Tarl, Boorish Herder",WR,{2}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/9/f988e82c-73a3-45a2-b257-386545f496e2.jpg?1562255415,62303,
Firemane Avenger,WR,{2}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/2/e244c198-efdc-492a-9c52-76aac006de9d.jpg?1561849759,47699,
Soltari Guerrillas,WR,{2}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2fabd462-15d3-4a08-bad2-edab2a142420.jpg?1562428870,56672,
"Winota, Joiner of Forces",WR,{2}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/d/5dd13a6c-23d3-44ce-a628-cb1c19d777c4.jpg?1591630143,80441,
Lightning Helix,WR,{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1b2ecf55-c1cc-4b28-b7ce-e1b25305155e.jpg?1598917140,23154,
Deafening Clarion,WR,{1}{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/e/1e115a81-001d-4e17-98af-6a63f2b0967f.jpg?1572893584,69703,
Heroic Reinforcements,WR,{2}{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/3/33c35bf8-ae43-41aa-aae9-4d7513f9058c.jpg?1562301286,68595,
"Nahiri, the Harbinger",WR,{2}{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/4/84d70487-21d1-4897-ac20-2a996e893b5b.jpg?1576385364,59924,
Outlaws' Merriment,WR,{1}{R}{W}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/d/5d7585ab-a364-471c-8ef1-318e459b4020.jpg?1572490798,78540,
Warleader's Helix,WR,{2}{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/1/81e474ac-54f7-43f9-8af9-2f1adf258b15.jpg?1562919089,48398,
Assemble the Legion,WR,{3}{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/3/43675ed7-ece1-4414-965e-9ebadcbf3dfb.jpg?1561824560,47799,
Izzet Guildmage,UR,{U/R}{U/R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/c/ecce6ade-8741-4567-8ed3-3e03becc6f1b.jpg?1593272890,23791,
Goblin Electromancer,UR,{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/a/0ae987da-e4b5-4b82-843c-6aaa87262fc8.jpg?1572893645,69721,
"Lutri, the Spellchaser",UR,{1}{U/R}{U/R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/b/fb1189c9-7842-466e-8238-1e02677d8494.jpg?1591228440,80463,
Nivix Guildmage,UR,{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/d/9d3fde47-8d9e-4a84-b8a5-dcfe0c1d443c.jpg?1562790647,46807,
Sprite Dragon,UR,{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/8/281f6118-adb8-4a7d-9c77-5570f3399e6e.jpg?1591228274,80431,
"Jori En, Ruin Diver",UR,{1}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/900d3af7-a03f-4173-8a8a-bd146dec9c0f.jpg?1562924083,59433,
Lore Drakkis,UR,{1}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/3/83e035ca-eccd-4b63-817c-f2c676b9c98d.jpg?1591228108,80397,
"Rielle, the Everwise",UR,{1}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5f03c944-1929-4cb2-a373-d57eefa29ed1.jpg?1591228198,80415,
Crackling Drake,UR,{U}{U}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/0/f00fa3a7-e3e2-4b23-a126-a076e75b5dbd.jpg?1572893571,69699,
"Jhoira, Weatherlight Captain",UR,{2}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/3/73cf8c6b-1322-4bc5-a604-6e372607fae4.jpg?1595568330,67859,
Thundering Djinn,UR,{3}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/8/28642fbe-90c8-4beb-9950-91af28d93326.jpg?1562202415,72802,
Etherium-Horn Sorcerer,UR,{4}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3df330d3-7687-4a05-b215-adca15f332da.jpg?1575572051,45054,
"Niv-Mizzet, Parun",UR,{U}{U}{U}{R}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/f/6f3d2dc5-7b9d-4af6-9f3b-4de90fbf63c9.jpg?1572893767,69757,
The Locust God,UR,{4}{U}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/e/4e0c1d0a-2651-4961-8b70-ff78093732ce.jpg?1562798588,64762,
Expansion // Explosion,UR,{U/R}{U/R} // {X}{U}{U}{R}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/0/e0644c92-4d67-475e-8c8e-0e2c493682fb.jpg?1572893978,69837,
Fire // Ice,UR,{1}{R} // {1}{U},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/f/3f822331-315e-4297-bb69-f1069032c6c5.jpg?1547518354,70527,
Improbable Alliance,UR,{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/4/0461867b-ec35-4d37-a398-5247e06c4afe.jpg?1572490770,78530,
Izzet Charm,UR,{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/e/1e3a5af6-5423-442b-a207-364e97a871d8.jpg?1562783481,46433,
"Saheeli, Sublime Artificer",UR,{1}{U/R}{U/R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/a/5a10b543-d5d4-42a8-9ee8-dada59a2ad7e.jpg?1557577385,72074,
Electrolyze,UR,{1}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/f/ef42b5b2-6504-486c-aaa0-9d5e4769ba1d.jpg?1593272648,23629,
Ionize,UR,{1}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/1/f161f7d2-eaa1-4931-93f9-befa8b5df821.jpg?1572893679,69731,
Role Reversal,UR,{U}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/9/59b47017-d982-4d4c-94fc-f265a5b7f36a.jpg?1557577249,72034,
The Royal Scions,UR,{1}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6a7111f3-01a6-4311-bc08-036a1fba60f5.jpg?1572490808,78542,
Turn // Burn,UR,{2}{U} // {1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/d/8d7fdd59-6d76-4a0c-ac75-816345ef4a39.jpg?1562921231,48532,
Ral's Outburst,UR,{2}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/b/6be3dd3e-50d2-4729-9caa-b2cd984f4c97.jpg?1557577237,72030,
"Ral, Storm Conduit",UR,{2}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/7/678ce3bf-152d-45ca-87ae-ad46c921328b.jpg?1557577231,72028,
Prophetic Bolt,UR,{3}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/9/297773e8-d0c4-4a8e-9f8d-0d02206f3bec.jpg?1562903466,53065,
Thousand-Year Storm,UR,{4}{U}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/7/270a0863-7d07-43f0-925d-a8ce0383a1cb.jpg?1572893865,69787,
Biomancer's Familiar,UG,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/3/d38c9891-36d1-4565-9c4a-1cd9dbf8c048.jpg?1584831407,71316,
Coiling Oracle,UG,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/5/55a6ba2a-b372-4b15-9a1e-09b41316eab7.jpg?1593273577,24059,
Hydroid Krasis,UG,{X}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/0/801dd9c6-b159-4e1c-af2c-214c1f573633.jpg?1584833616,71366,
"Kinnan, Bonder Prodigy",UG,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/3/63cda4a0-0dff-4edb-ae67-a2b7e2971350.jpg?1591228085,80393,
Kiora's Follower,UG,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/c/ec9ce307-8ec3-4db6-a4a3-49f92ebcc783.jpg?1593092775,51709,
Maraleaf Pixie,UG,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/6/e6d7f9c9-dd83-4684-a949-1c22f316138a.jpg?1572490787,78536,
Merfolk Skydiver,UG,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2bf211eb-837b-4c02-b02e-8d9e62f1abb1.jpg?1557577195,72016,
River Hoopoe,UG,{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/8/585ec4c2-aae2-403e-af32-3324122c472a.jpg?1562799772,64770,
Skyrider Elf,UG,{X}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/7/477eb787-aec7-43fd-9813-184111d9dcc5.jpg?1562911739,58597,
Gyre Engineer,UG,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/6/26dd6a1d-4dcb-4392-9856-c0e4140efbd7.jpg?1584831572,71360,
Murkfiend Liege,UG,{2}{G/U}{G/U}{G/U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/d/8d8250af-696f-4e28-86ba-29e316d01e56.jpg?1562924871,30166,
Risen Reef,UG,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/2/82389aaa-9f32-4169-a71c-1aea5af9e935.jpg?1592517569,73333,
Shapers of Nature,UG,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/a/7aa682fb-f5b6-41c1-9428-6043b0b76744.jpg?1562558548,65476,
Shardless Agent,UG,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/f/9fddb094-533a-4f9e-ab9a-e95a6432ce85.jpg?1580015075,60611,
Trumpeting Gnarr,UG,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/6/063a95ee-3fda-436f-9ff8-de80cc874dde.jpg?1591228292,80435,
Trygon Predator,UG,{1}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/3/f31f54bf-7bf0-48f0-853d-1468713784eb.jpg?1593273791,24071,
