card,color,cost,creature,scryfall,mtgo,back
Scourge of the Skyclaves,B,{1}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/d/4dea7bcc-3ff8-40b0-8264-0cd678d6ff31.jpg?1604196425,83213,
Sultai Emissary,B,{1}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/2/12421e1c-5144-4391-abf2-a2fb864920e9.jpg?1562822584,55390,
Wretched Anurid,B,{1}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/a/aab525ad-1f62-4d9c-9b74-c7b0048da452.jpg?1562935315,17949,
Zulaport Cutthroat,B,{1}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/c/5c963d97-c948-45d9-84cc-58e246d35970.jpg?1562916825,58401,
Auntie's Snitch,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/c/dc5caf12-9358-490b-aafa-fc4d2b8b9b22.jpg?1562881877,29198,
Big Game Hunter,B,{1}{B}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/6/a61f38a9-6f15-4186-a602-78cdb00f2d75.jpg?1562578495,26493,
Crow of Dark Tidings,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/4/14e4d1b5-72de-4062-9fdd-e9bfd655ee79.jpg?1576384381,59970,
Garza's Assassin,B,{B}{B}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/3407ccbd-788d-4fe3-a039-0497724a94b5.jpg?1593275079,24783,
Grim Haruspex,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/f/cf1fe2bf-1640-4781-87b4-09a1f7d35831.jpg?1562793791,54340,
Thieving Sprite,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/b/9b5b51c3-60a8-45b2-9de0-605388091e8a.jpg?1562359840,28267,
Tooth Collector,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/e/febc9f63-a225-438d-b835-07a561ba91f5.jpg?1576384619,59942,
Trespasser il-Vec,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/9/4903171e-76b2-437d-8965-e871e47a3482.jpg?1562910234,25427,
Vampire Aristocrat,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/b/9bac0b9c-0077-44c8-8982-4e7b7e7ad398.jpg?1561989765,32819,
Wakedancer,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/5/f533fbfa-42ae-4e27-92a4-9936bcd2a5f4.jpg?1562953154,43395,
Woe Strider,B,{2}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/3457b558-b35b-49fd-b499-b1ec755f86ce.jpg?1581480044,79370,
Bellowing Saddlebrute,B,{3}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a1939b5d-e24f-4e4b-b4c5-8bdb232d8926.jpg?1562791292,54100,
"Erebos, Bleak-Hearted",B,{3}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/3/e340df19-b89a-403f-9736-4bd30b65de74.jpg?1581479761,79310,
Grave Scrabbler,B,{3}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f0a08a8-bbb9-4816-b03c-af4d729fce45.jpg?1562898082,26770,
Marsh Flitter,B,{3}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/4/040e1039-1943-4c2d-aa98-b7f9519de321.jpg?1562336718,28397,
Mindwrack Demon,B,{2}{B}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b804cb9c-349e-4143-a372-cf65470d5b46.jpg?1576384521,59910,
Nightshade Assassin,B,{2}{B}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2e57492c-ca26-4f75-a27e-5c54967534ea.jpg?1562904752,25601,
Smothering Abomination,B,{2}{B}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/d/cd81d0de-01a3-4f28-8a2b-c2e6f36a03c4.jpg?1562943507,58711,
Stinkdrinker Bandit,B,{3}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/d/4d9818ad-db8d-41e2-945f-a8b487c2df76.jpg?1562878370,29124,
Vulturous Aven,B,{3}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/2/b2fb0cc9-aebd-4bbf-8735-add3b753c118.jpg?1562791790,56352,
Blade Juggler,B,{4}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/099bc474-e656-4167-b105-3a3a36c0b23e.jpg?1584830468,71126,
Gray Merchant of Asphodel,B,{3}{B}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/0/b06078ce-f534-4e16-9a70-d51620a33eb2.jpg?1562824918,50562,
Morkrut Banshee,B,{3}{B}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/f/fff9989f-77a3-4f73-ade6-c04306c98501.jpg?1562840337,42548,
Rakshasa Gravecaller,B,{4}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/b/0bf584fd-b13b-4f86-9c9a-fa6514255aba.jpg?1562782434,56070,
Street Wraith,B,{3}{B}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/7/672e2815-bbcc-4338-a8ba-9aa97142ea69.jpg?1562915865,26894,
Dead Weight,B,{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/9/7933987e-7b8c-4d5a-804a-708d6bb6d231.jpg?1562832510,42314,
Inquisition of Kozilek,B,{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6a3ff5c3-0fdb-4d54-b4e5-ce7bad9953f0.jpg?1562704713,36360,
Reanimate,B,{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/8/487b76e9-999b-432d-9e7a-bf64e68d98b5.jpg?1562909786,52695,
Sinister Concoction,B,{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/1/815ca911-ccc1-4466-8d12-054b8d241992.jpg?1576384588,60312,
Tragic Slip,B,{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/09666671-601e-4fca-bdfb-fb288bf2672c.jpg?1562897122,43189,
Ulcerate,B,{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2e06e6c8-05c0-4d87-9961-605b888bc794.jpg?1562784596,53514,
Vendetta,B,{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/3/039fc76d-3b7e-4329-a997-07c25509e421.jpg?1562700700,36680,
Village Rites,B,{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/c/9c0f60a6-b5c8-4704-8b61-94e8fc463e5d.jpg?1594736427,81479,
Arguel's Blood Fast,B,{1}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/4/c4ac7570-e74e-4081-ac53-cf41e695b7eb.jpg?1562563598,65194,https://c1.scryfall.com/file/scryfall-cards/normal/back/c/4/c4ac7570-e74e-4081-ac53-cf41e695b7eb.jpg?1562563598
Collective Brutality,B,{1}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/b/cb94a02f-4660-45b6-8a39-941b710cf8f3.jpg?1576384285,61144,
Feed the Swarm,B,{1}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/6/f6b2eba7-862a-4efd-9f65-065fb2070855.jpg?1604195649,83167,
Murderous Compulsion,B,{1}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/3/33b94db1-ac8c-4667-81d5-408df0f30879.jpg?1576384534,60204,
Ichor Slick,B,{2}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/34603c3e-1078-48ca-9350-7d90c290b721.jpg?1562905566,26738,
Read the Bones,B,{2}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/b/dbbdbf1a-2d15-4291-aa19-614f854d8cb3.jpg?1562833564,50170,
Gisa's Bidding,B,{2}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/0/e01e904c-7d8e-447b-90cb-1f4ae3fb304d.jpg?1576384444,60338,
Grisly Spectacle,B,{2}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/2/c26d0f6e-e7bd-4206-a0da-1c9c203a73f2.jpg?1561844583,47725,
Morsel Theft,B,{2}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/a/cac48152-81c0-4cdc-8e3c-bfbe7b068b28.jpg?1562881395,29120,
Noggin Whack,B,{2}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/3/932649ab-ed5e-405f-986f-855d8a7c8eb2.jpg?1562880071,29102,
Snuff Out,B,{3}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/8/18a3cca1-e50e-49b6-9e1a-f86640e3b177.jpg?1562379436,13495,
From Under the Floorboards,B,{3}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/e/3e644706-223d-4e56-9614-b224e281be2f.jpg?1576384423,60092,
Spread the Sickness,B,{4}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/e/de42a771-4f5c-4295-b070-8cb857a0279e.jpg?1562615413,39577,
Bolas's Citadel,B,{3}{B}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/3/33010ef0-8eba-402e-bf9b-e2efb41d2290.jpg?1557028477,72317,
Dark Withering,B,{4}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3da58e0d-5877-43c4-b129-993e154b6087.jpg?1562907804,25811,
Stir the Sands,B,{4}{B}{B},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/c/0cb84193-9648-46e5-a34d-c12cc3f1d7f2.jpg?1543675420,63822,
Akroan Crusader,R,{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/4/a47c50d9-11ec-486b-a5ce-5a6b70858f30.jpg?1562823279,50496,
Flameblade Adept,R,{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/9/f974d05a-3b31-4661-af18-58d87b76f19e.jpg?1543675570,63864,
Jackal Pup,R,{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/7/3707ab74-9aec-4d30-86e0-ffa5f72d5b4f.jpg?1562053742,36056,
Monastery Swiftspear,R,{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b81c6c8b-a9cf-4866-89ba-7f8ad077b836.jpg?1562792493,54108,
Soul-Scar Mage,R,{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a8003786-6e2a-4e2d-a915-f23293c7273a.jpg?1543675694,63898,
Abbot of Keral Keep,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/b/cb7a2770-9a20-4f52-aac4-24502f50e374.jpg?1571661132,58042,
Arena Athlete,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/2/e201d9e6-d611-4dc4-b665-9062b449f859.jpg?1562835004,50228,
Bloodhaze Wolverine,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3d6c0bc1-cb07-4009-83b1-1122381cf9c4.jpg?1572490287,78348,
Bloodrage Brawler,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/6/e6080f9e-2415-4e05-97a1-0fe4ad4fdf3b.jpg?1543675500,63844,
Burning Prophet,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/1/01c5b095-13c9-4673-bf0c-553de455e521.jpg?1557576630,71840,
Burning-Fist Minotaur,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/2/52f191fb-eaf6-432f-a668-37ad48ffabaf.jpg?1562799434,64654,
Dreadhorde Arcanist,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/d/fd97b3cf-924e-4f77-bb82-0bf19592389f.jpg?1557576678,71856,
Firebrand Archer,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/d/6ddc6b73-298b-4afa-990a-63706e77dd9f.jpg?1562803040,64668,
Magmatic Channeler,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/8/d8be6570-5b5f-4ffc-a5e5-67d7c41c8caa.jpg?1604197412,83271,
Plated Geopede,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/d/fd8b5c0c-acda-411e-9f17-6d9292628a56.jpg?1562618689,34366,
Rimrock Knight,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a3d13d84-01e4-4429-93db-e5afff811527.jpg?1572490430,78402,
Rix Maadi Reveler,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/4/c40396da-18e2-42ca-a78c-4838a38f68b8.jpg?1584830973,71218,
Thermo-Alchemist,R,{1}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/6/c6c194ea-32a5-4683-a6da-4a93d9b4722e.jpg?1576384707,61198,
Anje's Ravager,R,{2}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/2/22924c44-5551-4a48-a574-dfef91a5d4d7.jpg?1568003518,77098,
Combat Celebrant,R,{2}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/8/28b63c3d-2e55-4343-b49a-11fa602ec473.jpg?1543675529,63852,
Dreamstalker Manticore,R,{2}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/e/ee10eaa0-dbe0-45ee-9a7d-395ec5d27e08.jpg?1581480105,79386,
Flamewake Phoenix,R,{1}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/e/fefd5848-9fe1-4129-a5d7-e51606bf76ef.jpg?1562831953,55604,
Glint-Horn Buccaneer,R,{1}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/f/df2df9cb-14f5-470f-b438-20f4ae8d0d59.jpg?1592516947,73181,
Irencrag Pyromancer,R,{2}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/a/9a7b0ead-5629-429d-bede-8154f3fae96d.jpg?1572490380,78382,
Pyrewild Shaman,R,{2}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8c6f6e45-f613-420d-83d2-d93c643265ee.jpg?1562921067,48274,
Spinehorn Minotaur,R,{2}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/6/86b9479d-7b6a-40c8-94ea-fdf0ec980b42.jpg?1562201970,72666,
Stromkirk Occultist,R,{2}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/f/1fa6a443-b23b-48ae-97bb-8fd4deec52c4.jpg?1576384701,61212,
Taurean Mauler,R,{2}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d50b5df1-b658-4df0-900e-79c44599b93e.jpg?1562881647,29202,
Anger,R,{3}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/a/fa2920af-e6a1-4939-ab59-67af4430e5b8.jpg?1562632777,17524,
Bloodfire Enforcers,R,{3}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/7/e72f0a37-32d6-4c1f-858d-7eec096dd42a.jpg?1562831028,55608,
Bloodfray Giant,R,{2}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a8c468cd-1255-4257-9a69-c6b40a27c427.jpg?1562791246,46689,
"Brallin, Skyshark Rider",R,{3}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/b/9b4fdcd5-5346-46a8-b1a4-84ddb74089e0.jpg?1591234217,80731,
Mad Ratter,R,{3}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/a/9a4cabcc-fb29-4bf2-b5ba-32b8c96aefd6.jpg?1572490392,78386,
"Neheb, Dreadhorde Champion",R,{2}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/0/60c90d5d-7b3b-48d2-85f6-d6a2a452c0e9.jpg?1559959426,71886,
Rowdy Crew,R,{2}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/d/bdb3821a-ecc8-478d-93de-57200476868c.jpg?1562563198,65334,
Surly Badgersaur,R,{3}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/b/7ba507e2-fe5e-4947-aada-20184aa09700.jpg?1591319640,80695,
Gathan Raiders,R,{3}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/a/8af5c695-d0f4-4ea7-bc12-f3a24d5b6a11.jpg?1562923090,26590,
Incorrigible Youths,R,{3}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/e/4e826571-6f00-4b40-975b-d51b2b17b4a4.jpg?1576384803,59838,
Reckless Wurm,R,{3}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/b/8b3aa26a-ae7b-4239-948d-ce12d7f3ea41.jpg?1547517373,70361,
Thundercloud Shaman,R,{3}{R}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/8/5864f207-2878-461b-8ff6-76475abc324d.jpg?1562349471,28423,
Sunrise Sovereign,R,{5}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/6/b62a4703-9e8d-4164-a529-b2dbc4069aa8.jpg?1562364533,28355,
Borrowed Hostility,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/d/dd91a194-6043-4c2d-afc8-427c38996ef4.jpg?1576384533,61418,
Brute Force,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/8/d8283d5c-9dc3-409b-b897-9bc61a6c9d57.jpg?1561968577,48614,
Burning Inquiry,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/4/a448bc9e-f5db-4507-ac40-7d8ee3598585.jpg?1561990726,32869,
Crash Through,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/b/4bdaba76-b98d-4699-9a5f-e59285b09552.jpg?1562798464,64660,
Crater's Claws,R,{X}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/5/95dde66b-b4a1-4a1e-8c9e-0bec4790b1e5.jpg?1562790652,54374,
Faithless Looting,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a1b0da17-d595-441d-811c-a2d28d2bb232.jpg?1562933173,43267,
Gut Shot,R,{R/P},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/5/a54a2a30-b96a-49c7-9151-1f4b0d4a4413.jpg?1562880417,39932,
Lava Dart,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/6/865bb1d3-5b7d-40e9-87cc-96be9524a105.jpg?1562630775,17520,
Lightning Axe,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/7/97d3105d-4cf9-48bf-8d12-27e856ae7a87.jpg?1576384836,59900,
Maximize Velocity,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/b/ebb7a2aa-f002-4f05-b9ec-8adee4c65e46.jpg?1572893227,69595,
Otherworldly Outburst,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/34409e34-04e9-4279-8d21-6ef362b20b72.jpg?1576384643,61416,
Reckless Rage,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/e/0e4b97a3-8f6f-461e-aa55-ab752752f539.jpg?1555040498,66673,
Spikefield Hazard,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/6/a69541db-3f4e-412f-aa8e-dec1e74f74dc.jpg?1604198070,83311,https://c1.scryfall.com/file/scryfall-cards/normal/back/a/6/a69541db-3f4e-412f-aa8e-dec1e74f74dc.jpg?1604198070
Titan's Strength,R,{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3db6ee53-c5e6-4344-9f35-084cd8cc9cd3.jpg?1562817000,50632,
Cathartic Reunion,R,{1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/6/c68a6226-6dd7-4e1a-9e8a-124eef2caa13.jpg?1576381981,61699,
Fists of Flame,R,{1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/f/4fa3c0d8-0a3e-43b0-b81e-a3d22ce6a4b2.jpg?1562201826,72618,
Goblin Lore,R,{1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/0/00e990aa-5124-4e9d-ab4e-178bcda12abd.jpg?1562542893,27230,
Harvest Pyre,R,{1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/d/4d6220b4-a5b8-45c8-9422-fab9eb32322c.jpg?1562829874,42264,
Magma Jet,R,{1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/7/97ac3fe1-7b7a-4447-a2d5-694f48c71c4a.jpg?1581806725,37943,
Senseless Rage,R,{1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/c/9c779cb6-3454-4d5a-85a1-bea5cf8005b1.jpg?1576384895,60362,
Temur Battle Rage,R,{1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/a/8a1dd786-f4e3-4951-b87b-82442edec016.jpg?1562827408,55524,
Thrill of Possibility,R,{1}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/9/c9021f85-7ab4-4a78-a398-1611fe09cd14.jpg?1572490485,78422,
Char,R,{2}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/f/ff3a24af-e995-4d05-ac2c-e9676048675d.jpg?1598915384,23212,
Fiery Temper,R,{1}{R}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/61caf82d-e077-4931-a6ad-09fa7f04b36f.jpg?1576384730,59934,
Uncaged Fury,R,{2}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/0/40440487-5ff2-43da-aa06-c649bf972ef1.jpg?1576384949,60104,
Aftershock,R,{2}{R}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/5/b51fff7e-f68e-4047-8eb9-d9eb8844047d.jpg?1562931438,52661,
Goblin Wizardry,R,{3}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/7/d7ac8bdd-851f-449d-a108-70578eabf254.jpg?1594736662,81523,
Malevolent Whispers,R,{3}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/7/674d33d6-dfd4-4972-aaa3-6de0236a8c45.jpg?1576384854,59816,
Deem Worthy,R,{4}{R},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/9/99a2ed5f-62b8-4308-a656-f273f62f6ab8.jpg?1543675542,63856,
Gnarlwood Dryad,G,{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/a/fa506387-e538-4b2c-94df-29866eb74a71.jpg?1576384795,61256,
Aquastrand Spider,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/9/59bec131-e34e-473b-8792-1a8d53a03fa6.jpg?1593273334,24247,
Gyre Sage,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/3/6345376a-3d2d-4fff-9430-5e90a96e2f0f.jpg?1561829178,47445,
Heir of the Wilds,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/0995e041-fe90-4459-8c70-fd9851ecf830.jpg?1562782282,54118,
Lambholt Pacifist,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/3/23f3fa96-6276-463e-8033-a64c8f06c933.jpg?1576385150,60112,https://c1.scryfall.com/file/scryfall-cards/normal/back/2/3/23f3fa96-6276-463e-8033-a64c8f06c933.jpg?1576385150
Leafcrown Dryad,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/2/8202e426-ad91-4d2e-9373-7a829b58fff5.jpg?1562820665,50346,
Nest Invader,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/4/24517d9c-6cde-41e8-9e82-ee73f069379a.jpg?1562702016,36354,
Obsessive Skinner,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/2/b2cc3b9d-4b32-4b2e-9027-876210ccf18e.jpg?1576385178,59940,
Pollenbright Druid,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/b/4b0f478c-54f8-4087-ad52-d089e2049dda.jpg?1557576985,71952,
Sakura-Tribe Elder,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/1/91c7707a-bae0-4196-bf26-d276f57b7369.jpg?1562762515,21097,
Skola Grovedancer,G,{1}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/076ec900-345d-4720-96b6-441bce01618a.jpg?1581480915,79528,
Aura Gnarlid,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/f/8f8dbb4f-4b01-4666-b62f-a2323dac7a19.jpg?1562706262,36432,
Bloodbriar,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/9/d9f1d82e-876f-48a6-8153-f02a44cf90a8.jpg?1576384741,61450,
Courser of Kruphix,G,{1}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/8/e8383d6a-0f26-4afe-88e0-9b14c8e9122d.jpg?1561758352,55735,
Evolution Sage,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/4/b4042db8-6032-49a2-bc96-ad15f55db6c3.jpg?1557576899,71924,
Grazing Gladehart,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/078b5290-a613-496f-bd23-8fd109549f31.jpg?1562609590,34572,
Inexorable Blob,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/2/0210ff44-19d9-4d24-9d32-f1f9f219d9e0.jpg?1576385128,60134,
Kazandu Mammoth,G,{1}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2f632537-63bf-4490-86e6-e6067b9c1a3b.jpg?1604198971,83363,https://c1.scryfall.com/file/scryfall-cards/normal/back/2/f/2f632537-63bf-4490-86e6-e6067b9c1a3b.jpg?1604198971
Loathsome Chimera,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/a/3afe6283-3642-4883-ac6e-83ae3280af9c.jpg?1581480674,79478,
Maulfist Revolutionary,G,{1}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a83dcdba-419b-41e1-8c9d-8bca6fe2752b.jpg?1576382022,62815,
Nyx Herald,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/6/866dcef0-8d3e-4126-963a-05598d8a9e79.jpg?1581480801,79502,
Spirespine,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/c/ac71491f-3027-4257-a18f-ba4de6041feb.jpg?1593096345,52078,
Splinterfright,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/7/37068a41-bc5c-44b9-a307-5d3919794233.jpg?1562828559,42502,
Ulvenwald Bear,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/e/9e3837a7-854a-440d-93d7-d36f50149346.jpg?1562932409,43229,
Undergrowth Champion,G,{1}{G}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d53104d8-5b9a-45b6-a2f9-b2c5d231a03d.jpg?1562945756,58667,
Yavimaya Enchantress,G,{2}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/6/b60e2daa-3740-40f0-a333-8b7f4c2da34a.jpg?1562553907,27446,
Armorcraft Judge,G,{3}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/6/76b54854-c21f-47d3-99b2-72829fc66071.jpg?1576382359,61725,
Bloom Hulk,G,{3}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/d/fd1c9129-254d-4d1d-9d95-112292bd6bcc.jpg?1557576871,71914,
